date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:08:21	7420/7420	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261825721-1cfc%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/icon/price-star.svg	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/icon/price-star.svg	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:21	164595/164595	---M--	200	added ('OK')	image/jpeg	etag:%22618256a5-282f3%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/bg/counter-area-bg-1.jpg	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/bg/counter-area-bg-1.jpg	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:21	26905/26905	---M--	200	added ('OK')	image/jpeg	etag:%22618256bd-6919%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/blog/blog-thumb-1.jpg	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/blog/blog-thumb-1.jpg	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:22	30052/30052	---M--	200	added ('OK')	image/jpeg	etag:%22618256be-7564%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/blog/blog-thumb-2.jpg	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/blog/blog-thumb-2.jpg	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:22	16269/16269	---M--	200	added ('OK')	image/jpeg	etag:%22618256bf-3f8d%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/blog/blog-thumb-3.jpg	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/blog/blog-thumb-3.jpg	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:22	81558/81558	---M--	200	added ('OK')	image/png	etag:%2261825732-13e96%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/shape/contact-bg-shape.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/shape/contact-bg-shape.png	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:22	25568/25568	---M--	200	added ('OK')	image/jpeg	etag:%22618256a3-63e0%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/bg/contact-address-bg.jpg	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/bg/contact-address-bg.jpg	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:23	1467/1467	---M--	200	added ('OK')	image/png	etag:%2261825731-5bb%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/shape/footer-shape-1.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/shape/footer-shape-1.png	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:23	45546/45546	---M--	200	added ('OK')	image/png	etag:%2261825733-b1ea%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/shape/footer-shape-2.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/shape/footer-shape-2.png	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:23	2498/2498	---M--	200	added ('OK')	image/png	etag:%2261825649-9c2%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/logo-light.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/logo-light.png	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:23	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%226182564e-15d9d%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/js/jquery.min.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/js/jquery.min.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:23	78748/78748	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261825794-1339c%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/bootstrap/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/bootstrap/js/bootstrap.bundle.min.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:24	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261825698-a76f%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/slick/slick.min.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/slick/slick.min.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:24	6139/6139	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261825669-17fb%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/animation/wow.min.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/animation/wow.min.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:24	2097/2097	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261825695-831%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/parallax/parallaxie.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/parallax/parallaxie.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:24	107961/107961	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261825682-1a5b9%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/greensock/TweenMax.min.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/greensock/TweenMax.min.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:24	1064/1064	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261825672-428%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/counter-up/jquery.counterup.min.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/counter-up/jquery.counterup.min.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:25	8833/8833	---MCZ	200	added ('OK')	application/javascript	etag:W/%22618256a1-2281%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/waypoints/jquery.waypoints.min.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/waypoints/jquery.waypoints.min.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:25	2942/2942	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261825691-b7e%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/niceselect/jquery.nice-select.min.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/niceselect/jquery.nice-select.min.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:25	11233/11233	---MCZ	200	added ('OK')	application/javascript	etag:W/%226182566d-2be1%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/anime/anime.min.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/anime/anime.min.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:25	5594/5594	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261825686-15da%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/imagesloaded/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/imagesloaded/imagesloaded.pkgd.min.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:26	11789/11789	---MCZ	200	added ('OK')	application/javascript	etag:W/%226182569c-2e0d%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/tilt/vanilla-tilt.min.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/tilt/vanilla-tilt.min.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:26	68253/68253	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261825674-10a9d%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/fancybox/jquery.fancybox.min.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/fancybox/jquery.fancybox.min.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:26	56/56	---MCZ	302	error ('Found')	text/plain	date:Mon,%2026%20Dec%202022%2020:36:10%20GMT	https://unpkg.com/swiper/swiper-bundle.min.js	C:/My%20Web%20Sites/temp/unpkg.com/swiper/swiper-bundle.min.69.delayed	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:26	143707/143707	---MCZ	200	added ('OK')	application/javascript	etag:%222315b-t5sVkS+OMbzdHrTZGoTsEiXqNM4%22	https://unpkg.com/swiper@8.4.5/swiper-bundle.min.js	C:/My%20Web%20Sites/temp/unpkg.com/swiper@8.4.5/swiper-bundle.min.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:26	35503/35503	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261825688-8aaf%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/isotope/isotope.pkgd.min.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/isotope/isotope.pkgd.min.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:27	5594/5594	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261825686-15da%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/isotope/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/isotope/imagesloaded.pkgd.min.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:27	508/508	---MCZ	200	added ('OK')	application/javascript	etag:W/%226182564f-1fc%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/js/main.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/js/main.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:27	27562/27562	---MCZ	200	added ('OK')	application/javascript	etag:W/%226182564e-6baa%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/js/custom.js	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/js/custom.js	(from https://radiustheme.com/demo/html/Deltech Technologies/)
02:08:27	33612/33612	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2261825679-834c%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/flaticon/flaticon.ttf?7666655eb52f200cee5dfd7a4def714d	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/flaticon/flaticonc25c.ttf	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/flaticon/flaticon.css)
02:08:28	14984/14984	---M--	200	added ('OK')	font/woff	etag:%2261825679-3a88%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/flaticon/flaticon.woff?7666655eb52f200cee5dfd7a4def714d	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/flaticon/flaticonc25c.woff	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/flaticon/flaticon.css)
02:08:28	12656/12656	---M--	200	added ('OK')	font/woff2	etag:%226182567a-3170%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/flaticon/flaticon.woff2?7666655eb52f200cee5dfd7a4def714d	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/flaticon/flaticonc25c.woff2	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/flaticon/flaticon.css)
02:08:29	33780/33780	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2003%20Nov%202021%2009:29:26%20GMT	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/flaticon/flaticon.eot?7666655eb52f200cee5dfd7a4def714d	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/flaticon/flaticonc25c.eot	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/flaticon/flaticon.css)
02:08:29	615588/615588	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22615fdb1b-964a4%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/flaticon/flaticon.svg?7666655eb52f200cee5dfd7a4def714d	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/flaticon/flaticonc25c.svg	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/flaticon/flaticon.css)
02:08:31	134622/134622	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2003%20Nov%202021%2009:28:56%20GMT	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-brands-400.eot	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:32	77400/77400	---M--	200	added ('OK')	font/woff2	etag:%226182565b-12e58%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-brands-400.woff2	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:32	90672/90672	---M--	200	added ('OK')	font/woff	etag:%226182565b-16230%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-brands-400.woff	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:32	134622/134622	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2003%20Nov%202021%2009:28:56%20GMT	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-brands-400d41d.eot	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:32	134316/134316	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2261825659-20cac%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-brands-400.ttf	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:32	730302/730302	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261825659-b24be%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-brands-400.svg	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:34	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2003%20Nov%202021%2009:29:00%20GMT	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-regular-400.eot	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:35	34350/34350	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2003%20Nov%202021%2009:29:00%20GMT	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-regular-400d41d.eot	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:35	13600/13600	---M--	200	added ('OK')	font/woff2	etag:%226182565f-3520%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-regular-400.woff2	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:35	16780/16780	---M--	200	added ('OK')	font/woff	etag:%226182565f-418c%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-regular-400.woff	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:35	34052/34052	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%226182565e-8504%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-regular-400.ttf	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:35	144715/144715	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226182565d-2354b%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-regular-400.svg	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:37	204266/204266	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2003%20Nov%202021%2009:29:05%20GMT	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-solid-900.eot	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:38	80148/80148	---M--	200	added ('OK')	font/woff2	etag:%2261825665-13914%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-solid-900.woff2	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:38	104004/104004	---M--	200	added ('OK')	font/woff	etag:%2261825665-19644%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-solid-900.woff	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:38	204266/204266	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2003%20Nov%202021%2009:29:05%20GMT	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-solid-900d41d.eot	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:38	203980/203980	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2261825663-31ccc%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-solid-900.ttf	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:39	914125/914125	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261825663-df2cd%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/webfonts/fa-solid-900.svg	(from https://radiustheme.com/demo/html/Deltech Technologies/assets/css/all.min.css)
02:08:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Dec%202022%2020:36:26%20GMT	https://radiustheme.com/demo/html/Deltech Technologies/awards-details.html	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/awards-details.html	(from https://radiustheme.com/demo/html/Deltech Technologies/index.html)
02:08:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Dec%202022%2020:36:27%20GMT	https://radiustheme.com/demo/html/Deltech Technologies/awards-details.html	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/awards-details.html	(from https://radiustheme.com/demo/html/Deltech Technologies/index.html)
02:08:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Dec%202022%2020:36:29%20GMT	https://radiustheme.com/demo/html/Deltech Technologies/awards-details.html	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/awards-details.html	(from https://radiustheme.com/demo/html/Deltech Technologies/index.html)
02:08:44	12795/12795	---MCZ	200	added ('OK')	text/css	etag:W/%2261825672-31fb%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/fancybox/jquery.fancybox.min.css	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/dependencies/fancybox/jquery.fancybox.min.css	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:44	2072/2072	---M--	200	added ('OK')	image/png	etag:%2261825648-818%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/Logo-home-2.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/Logo-home-2.png	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:45	11605/11605	---M--	200	added ('OK')	image/png	etag:%2261825736-2d55%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/shape/home-software-bg.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/shape/home-software-bg.png	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:45	36965/36965	---M--	200	added ('OK')	image/png	etag:%226182575d-9065%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/Vector-Shape-Hero-2.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/Vector-Shape-Hero-2.png	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:45	5653/5653	---M--	200	added ('OK')	image/png	etag:%226182575b-1615%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/Man.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/Man.png	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:45	6683/6683	---M--	200	added ('OK')	image/png	etag:%226182575d-1a1b%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/Women.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/Women.png	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:46	7518/7518	---M--	200	added ('OK')	image/png	etag:%226182575c-1d5e%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/Terget.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/Terget.png	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:46	1670/1670	---M--	200	added ('OK')	image/png	etag:%226182575b-686%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/setting.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/setting.png	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:46	3456/3456	---M--	200	added ('OK')	image/png	etag:%226182575a-d80%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/book.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/book.png	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:46	1919/1919	---M--	200	added ('OK')	image/png	etag:%226182575a-77f%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/Blub.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/Blub.png	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:46	41731/41731	---M--	200	added ('OK')	image/png	etag:%2261825759-a303%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/about-vector.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/about-vector.png	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:47	4881/4881	---M--	200	added ('OK')	image/png	etag:%2261825759-1311%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/about-vector-2.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/vector/about-vector-2.png	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:47	63536/63536	---M--	200	added ('OK')	image/png	etag:%22618256b0-f830%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/bg/support-software-bg.png	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/bg/support-software-bg.png	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:47	32211/32211	---M--	200	added ('OK')	image/jpeg	etag:%22618256db-7dd3%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/case/case-software-1.jpg	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/case/case-software-1.jpg	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:47	15513/15513	---M--	200	added ('OK')	image/jpeg	etag:%22618256dd-3c99%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/case/case-software-2.jpg	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/case/case-software-2.jpg	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:47	8835/8835	---M--	200	added ('OK')	image/jpeg	etag:%22618256dd-2283%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/case/case-software-3.jpg	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/case/case-software-3.jpg	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:48	6129/6129	---M--	200	added ('OK')	image/jpeg	etag:%22618256de-17f1%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/case/case-software-4.jpg	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/case/case-software-4.jpg	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:48	8425/8425	---M--	200	added ('OK')	image/jpeg	etag:%22618256de-20e9%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/case/case-software-5.jpg	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/case/case-software-5.jpg	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
02:08:48	7461/7461	---M--	200	added ('OK')	image/jpeg	etag:%22618256df-1d25%22	https://radiustheme.com/demo/html/Deltech Technologies/assets/images/case/case-software-6.jpg	C:/My%20Web%20Sites/temp/radiustheme.com/demo/html/Deltech Technologies/assets/images/case/case-software-6.jpg	(from https://radiustheme.com/demo/html/Deltech Technologies/software-innovation.html)
